Starting label pr__ei, seed 986131071, iteration 0, time: 0.00018858909606933594, current best obj: -133914.0.
Starting label pr__ei, seed 986131071, iteration 1, time: 48.0587043762207, current best obj: -115191.0.
Starting label pr__ei, seed 986131071, iteration 2, time: 92.02583932876587, current best obj: -115191.0.
Starting label pr__ei, seed 986131071, iteration 3, time: 140.19792127609253, current best obj: -115191.0.
Starting label pr__ei, seed 986131071, iteration 4, time: 184.85847210884094, current best obj: -95784.0.
Starting label pr__ei, seed 986131071, iteration 5, time: 235.26989674568176, current best obj: -82362.0.
Starting label pr__ei, seed 986131071, iteration 6, time: 282.0454058647156, current best obj: -80748.0.
Starting label pr__ei, seed 986131071, iteration 7, time: 328.315886259079, current best obj: -80538.0.
Starting label pr__ei, seed 986131071, iteration 8, time: 373.9742999076843, current best obj: -77922.0.
Starting label pr__ei, seed 986131071, iteration 9, time: 420.6404278278351, current best obj: -53340.0.
Starting label pr__ei, seed 986131071, iteration 10, time: 468.3836977481842, current best obj: -41524.0.
Starting label pr__ei, seed 986131071, iteration 11, time: 517.4562554359436, current best obj: -41524.0.
Starting label pr__ei, seed 986131071, iteration 12, time: 564.5743837356567, current best obj: -40638.0.
Starting label pr__ei, seed 986131071, iteration 13, time: 611.3353555202484, current best obj: -40638.0.
Starting label pr__ei, seed 986131071, iteration 14, time: 659.9518342018127, current best obj: -40638.0.
Starting label pr__ei, seed 986131071, iteration 15, time: 707.7661972045898, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 16, time: 756.5410387516022, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 17, time: 803.749538898468, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 18, time: 852.8434767723083, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 19, time: 902.257199048996, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 20, time: 949.5477240085602, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 21, time: 999.11985206604, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 22, time: 1046.520027399063, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 23, time: 1101.7598767280579, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 24, time: 1156.5212421417236, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 25, time: 1213.379450559616, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 26, time: 1270.95494556427, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 27, time: 1325.850413799286, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 28, time: 1384.1301665306091, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 29, time: 1442.209093093872, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 30, time: 1498.8089590072632, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 31, time: 1555.8823556900024, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 32, time: 1614.6708986759186, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 33, time: 1670.7908039093018, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 34, time: 1727.0507428646088, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 35, time: 1783.1318383216858, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 36, time: 1841.9397735595703, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 37, time: 1897.4380202293396, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 38, time: 1956.0801315307617, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 39, time: 2014.292447090149, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 40, time: 2073.0251727104187, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 41, time: 2130.8264832496643, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 42, time: 2189.979322910309, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 43, time: 2248.9906516075134, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 44, time: 2308.9945390224457, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 45, time: 2369.5402755737305, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 46, time: 2429.373817205429, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 47, time: 2490.0181891918182, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 48, time: 2551.4852361679077, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 49, time: 2609.3114626407623, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 50, time: 2669.415941953659, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 51, time: 2729.386004447937, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 52, time: 2788.1646630764008, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 53, time: 2847.474609375, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 54, time: 2907.74822306633, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 55, time: 2966.145938396454, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 56, time: 3025.4308342933655, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 57, time: 3084.971100330353, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 58, time: 3146.7274889945984, current best obj: -40196.0.
Starting label pr__ei, seed 986131071, iteration 59, time: 3207.251074075699, current best obj: -40196.0.
