Starting label pr__ei, seed 767764556, iteration 0, time: 0.00016307830810546875, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 1, time: 202.9290325641632, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 2, time: 371.9362132549286, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 3, time: 543.7035818099976, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 4, time: 731.4113583564758, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 5, time: 923.7502410411835, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 6, time: 1153.2388594150543, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 7, time: 1383.7247402668, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 8, time: 1801.954750776291, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 9, time: 2281.3291857242584, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 10, time: 2780.550037622452, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 11, time: 3258.882588148117, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 12, time: 3768.994905948639, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 13, time: 4301.014941692352, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 14, time: 4870.874236822128, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 15, time: 5682.225351333618, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 16, time: 6570.1735072135925, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 17, time: 7429.637412071228, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 18, time: 8335.916932821274, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 19, time: 9341.185781240463, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 20, time: 10356.61374592781, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 21, time: 11625.260092258453, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 22, time: 12761.822816610336, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 23, time: 13986.69022321701, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 24, time: 15197.680261850357, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 25, time: 16520.495653152466, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 26, time: 17849.35624051094, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 27, time: 19166.969099998474, current best obj: -1393.77663548695.
Starting label pr__ei, seed 767764556, iteration 28, time: 20619.27229309082, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 29, time: 22023.05629825592, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 30, time: 23474.5189101696, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 31, time: 25023.857860565186, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 32, time: 26541.210051059723, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 33, time: 28207.062650680542, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 34, time: 29838.450021982193, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 35, time: 31584.386900424957, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 36, time: 33242.53585577011, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 37, time: 35043.68810939789, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 38, time: 36804.0296421051, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 39, time: 38693.678768634796, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 40, time: 40546.89921474457, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 41, time: 42493.16802549362, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 42, time: 44426.66707587242, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 43, time: 46429.55739021301, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 44, time: 48370.981602191925, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 45, time: 50423.97254323959, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 46, time: 52480.25034117699, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 47, time: 54624.50944209099, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 48, time: 56814.64651155472, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 49, time: 59015.41865181923, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 50, time: 61279.14197683334, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 51, time: 63599.70447254181, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 52, time: 65957.26501274109, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 53, time: 68350.78408622742, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 54, time: 70617.96486568451, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 55, time: 72920.79454636574, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 56, time: 75265.03158020973, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 57, time: 77769.50938749313, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 58, time: 80273.1857392788, current best obj: -1152.09980614352.
Starting label pr__ei, seed 767764556, iteration 59, time: 82979.58874440193, current best obj: -1152.09980614352.
