Starting label pr__ei, seed 888962671, iteration 0, time: 0.000156402587890625, current best obj: -1939.06118312739.
Starting label pr__ei, seed 888962671, iteration 1, time: 201.27382063865662, current best obj: -1939.06118312739.
Starting label pr__ei, seed 888962671, iteration 2, time: 365.6173141002655, current best obj: -1881.21421153086.
Starting label pr__ei, seed 888962671, iteration 3, time: 537.4965310096741, current best obj: -1881.21421153086.
Starting label pr__ei, seed 888962671, iteration 4, time: 722.1639585494995, current best obj: -1881.21421153086.
Starting label pr__ei, seed 888962671, iteration 5, time: 912.7014269828796, current best obj: -1881.21421153086.
Starting label pr__ei, seed 888962671, iteration 6, time: 1108.5415453910828, current best obj: -1881.21421153086.
Starting label pr__ei, seed 888962671, iteration 7, time: 1316.331526517868, current best obj: -1881.21421153086.
Starting label pr__ei, seed 888962671, iteration 8, time: 1639.0448281764984, current best obj: -1881.21421153086.
Starting label pr__ei, seed 888962671, iteration 9, time: 1998.3295917510986, current best obj: -1881.21421153086.
Starting label pr__ei, seed 888962671, iteration 10, time: 2381.6780304908752, current best obj: -1881.21421153086.
Starting label pr__ei, seed 888962671, iteration 11, time: 2805.313966989517, current best obj: -1881.21421153086.
Starting label pr__ei, seed 888962671, iteration 12, time: 3307.183271408081, current best obj: -1673.60816974246.
Starting label pr__ei, seed 888962671, iteration 13, time: 3833.274178981781, current best obj: -1673.60816974246.
Starting label pr__ei, seed 888962671, iteration 14, time: 4390.671535253525, current best obj: -1673.60816974246.
Starting label pr__ei, seed 888962671, iteration 15, time: 5134.497528553009, current best obj: -1673.60816974246.
Starting label pr__ei, seed 888962671, iteration 16, time: 5894.567940235138, current best obj: -1673.60816974246.
Starting label pr__ei, seed 888962671, iteration 17, time: 6713.227367401123, current best obj: -1673.60816974246.
Starting label pr__ei, seed 888962671, iteration 18, time: 7569.837575674057, current best obj: -1673.60816974246.
Starting label pr__ei, seed 888962671, iteration 19, time: 8469.481635570526, current best obj: -1532.38450219841.
Starting label pr__ei, seed 888962671, iteration 20, time: 9387.71029639244, current best obj: -1532.38450219841.
Starting label pr__ei, seed 888962671, iteration 21, time: 10633.490774393082, current best obj: -1532.38450219841.
Starting label pr__ei, seed 888962671, iteration 22, time: 11705.07838344574, current best obj: -1532.38450219841.
Starting label pr__ei, seed 888962671, iteration 23, time: 12771.37543296814, current best obj: -1532.38450219841.
Starting label pr__ei, seed 888962671, iteration 24, time: 13875.653392076492, current best obj: -1532.38450219841.
Starting label pr__ei, seed 888962671, iteration 25, time: 15070.156922578812, current best obj: -1532.38450219841.
Starting label pr__ei, seed 888962671, iteration 26, time: 16254.43564081192, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 27, time: 17473.617093086243, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 28, time: 18779.118846178055, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 29, time: 20053.242969751358, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 30, time: 21416.351291418076, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 31, time: 22815.733879566193, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 32, time: 24245.356873989105, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 33, time: 25735.412225484848, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 34, time: 27273.539368391037, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 35, time: 28831.571946144104, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 36, time: 30445.700090408325, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 37, time: 32097.03001642227, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 38, time: 33796.65885043144, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 39, time: 35555.164511442184, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 40, time: 37350.55644202232, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 41, time: 39169.32453775406, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 42, time: 41006.58870625496, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 43, time: 42902.80813789368, current best obj: -1324.14879013989.
Starting label pr__ei, seed 888962671, iteration 44, time: 44829.706768751144, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 45, time: 46792.74939966202, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 46, time: 48777.1684691906, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 47, time: 50820.72256875038, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 48, time: 52864.952511787415, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 49, time: 54968.77097988129, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 50, time: 57104.08473825455, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 51, time: 59283.027943611145, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 52, time: 61517.75400543213, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 53, time: 63786.16389608383, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 54, time: 65941.16468763351, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 55, time: 68128.83795022964, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 56, time: 70359.30277013779, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 57, time: 72625.96580815315, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 58, time: 74903.57657051086, current best obj: -1202.45193971811.
Starting label pr__ei, seed 888962671, iteration 59, time: 77167.31668353081, current best obj: -1202.45193971811.
