Starting label pr__ei, seed 721423532, iteration 0, time: 0.0001621246337890625, current best obj: -2967.56465905262.
Starting label pr__ei, seed 721423532, iteration 1, time: 204.15915322303772, current best obj: -2967.56465905262.
Starting label pr__ei, seed 721423532, iteration 2, time: 368.4331636428833, current best obj: -2967.56465905262.
Starting label pr__ei, seed 721423532, iteration 3, time: 539.9660124778748, current best obj: -2967.56465905262.
Starting label pr__ei, seed 721423532, iteration 4, time: 722.268923997879, current best obj: -2967.56465905262.
Starting label pr__ei, seed 721423532, iteration 5, time: 916.222400188446, current best obj: -2967.56465905262.
Starting label pr__ei, seed 721423532, iteration 6, time: 1132.7172288894653, current best obj: -2967.56465905262.
Starting label pr__ei, seed 721423532, iteration 7, time: 1365.7776627540588, current best obj: -2967.56465905262.
Starting label pr__ei, seed 721423532, iteration 8, time: 1751.6989035606384, current best obj: -2967.56465905262.
Starting label pr__ei, seed 721423532, iteration 9, time: 2145.2416145801544, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 10, time: 2542.0603256225586, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 11, time: 2956.514522075653, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 12, time: 3389.8168981075287, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 13, time: 3855.573417186737, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 14, time: 4337.735734701157, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 15, time: 4998.589419364929, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 16, time: 5692.769161224365, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 17, time: 6480.671380996704, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 18, time: 7311.679839849472, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 19, time: 8196.663786172867, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 20, time: 9097.487717151642, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 21, time: 10325.796907186508, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 22, time: 11426.658039093018, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 23, time: 12548.528269767761, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 24, time: 13704.065818309784, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 25, time: 14903.029302358627, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 26, time: 16125.531817913055, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 27, time: 17393.013321638107, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 28, time: 18695.023420333862, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 29, time: 20027.279436826706, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 30, time: 21393.52064228058, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 31, time: 22789.725374937057, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 32, time: 24244.131214141846, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 33, time: 25775.377464294434, current best obj: -1540.47133031834.
Starting label pr__ei, seed 721423532, iteration 34, time: 27424.270161151886, current best obj: -1540.47133031834.
