Starting label pr__ei, seed 271804876, iteration 0, time: 0.0001652240753173828, current best obj: -1487.619887928.
Starting label pr__ei, seed 271804876, iteration 1, time: 247.04407501220703, current best obj: -1487.619887928.
Starting label pr__ei, seed 271804876, iteration 2, time: 457.1924970149994, current best obj: -1487.619887928.
Starting label pr__ei, seed 271804876, iteration 3, time: 682.0860736370087, current best obj: -1487.619887928.
Starting label pr__ei, seed 271804876, iteration 4, time: 927.4159579277039, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 5, time: 1189.4025657176971, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 6, time: 1457.5430834293365, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 7, time: 1751.7624254226685, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 8, time: 2184.5143756866455, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 9, time: 2648.0430150032043, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 10, time: 3129.3660085201263, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 11, time: 3669.336550474167, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 12, time: 4215.683750867844, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 13, time: 4715.311201095581, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 14, time: 5271.338896274567, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 15, time: 6029.322229623795, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 16, time: 6805.788731098175, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 17, time: 7621.184111595154, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 18, time: 8488.717235088348, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 19, time: 9391.061649799347, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 20, time: 10312.357285737991, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 21, time: 11539.304547309875, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 22, time: 12624.782618999481, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 23, time: 13779.299000740051, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 24, time: 14940.810667037964, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 25, time: 16148.926505804062, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 26, time: 17436.595554590225, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 27, time: 18821.082455396652, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 28, time: 20177.333785533905, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 29, time: 21680.555259227753, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 30, time: 23289.153968811035, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 31, time: 24733.823089838028, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 32, time: 26268.71794605255, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 33, time: 27762.859670877457, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 34, time: 29401.17299079895, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 35, time: 30943.327311992645, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 36, time: 32574.174242019653, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 37, time: 34200.58415675163, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 38, time: 35869.66284418106, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 39, time: 37643.41084384918, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 40, time: 39472.753895282745, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 41, time: 41302.38947439194, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 42, time: 43225.82008600235, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 43, time: 45186.17751932144, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 44, time: 47195.79418301582, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 45, time: 49157.90672826767, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 46, time: 51251.96710395813, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 47, time: 53338.241810798645, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 48, time: 55503.22335648537, current best obj: -1255.65759066855.
Starting label pr__ei, seed 271804876, iteration 49, time: 57666.12644696236, current best obj: -1186.88293998682.
Starting label pr__ei, seed 271804876, iteration 50, time: 59872.67184495926, current best obj: -1186.88293998682.
Starting label pr__ei, seed 271804876, iteration 51, time: 62179.26879119873, current best obj: -1186.88293998682.
Starting label pr__ei, seed 271804876, iteration 52, time: 64406.602885484695, current best obj: -1186.88293998682.
Starting label pr__ei, seed 271804876, iteration 53, time: 66729.64077329636, current best obj: -1186.88293998682.
Starting label pr__ei, seed 271804876, iteration 54, time: 68954.40006327629, current best obj: -1186.88293998682.
