Starting label pr__ei, seed 54552500, iteration 0, time: 0.00017452239990234375, current best obj: -2000.96104037683.
Starting label pr__ei, seed 54552500, iteration 1, time: 244.0594780445099, current best obj: -2000.96104037683.
Starting label pr__ei, seed 54552500, iteration 2, time: 455.91065287590027, current best obj: -2000.96104037683.
Starting label pr__ei, seed 54552500, iteration 3, time: 690.0930955410004, current best obj: -2000.96104037683.
Starting label pr__ei, seed 54552500, iteration 4, time: 940.8738012313843, current best obj: -2000.96104037683.
Starting label pr__ei, seed 54552500, iteration 5, time: 1199.8117113113403, current best obj: -2000.96104037683.
Starting label pr__ei, seed 54552500, iteration 6, time: 1465.334409236908, current best obj: -2000.96104037683.
Starting label pr__ei, seed 54552500, iteration 7, time: 1753.3973894119263, current best obj: -2000.96104037683.
Starting label pr__ei, seed 54552500, iteration 8, time: 2076.0552899837494, current best obj: -2000.96104037683.
Starting label pr__ei, seed 54552500, iteration 9, time: 2642.5877516269684, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 10, time: 3237.5510647296906, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 11, time: 3867.031446456909, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 12, time: 4534.3707447052, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 13, time: 5219.369340419769, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 14, time: 5939.690524339676, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 15, time: 6875.506254434586, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 16, time: 7881.380600690842, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 17, time: 8915.317903757095, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 18, time: 9973.85047197342, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 19, time: 11087.09740948677, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 20, time: 12237.224158763885, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 21, time: 13690.772545099258, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 22, time: 15034.191317558289, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 23, time: 16418.88283419609, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 24, time: 17828.286596298218, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 25, time: 19306.72847700119, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 26, time: 20784.60907649994, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 27, time: 22339.513545513153, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 28, time: 23928.048884630203, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 29, time: 25560.296319246292, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 30, time: 27238.48814511299, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 31, time: 28939.201462507248, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 32, time: 30707.622282505035, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 33, time: 32506.685623168945, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 34, time: 34369.966975688934, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 35, time: 36271.62878060341, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 36, time: 38181.53971982002, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 37, time: 40114.68018913269, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 38, time: 42112.57829499245, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 39, time: 44155.568311452866, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 40, time: 46220.81953239441, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 41, time: 48371.96831989288, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 42, time: 50528.64031624794, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 43, time: 52747.36780118942, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 44, time: 54984.53985595703, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 45, time: 57289.7598965168, current best obj: -1863.24151117664.
Starting label pr__ei, seed 54552500, iteration 46, time: 59583.42500305176, current best obj: -1863.24151117664.
